JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456088.096285,11.1254,0.0040,,V,SPET,,117,121,7796ACO,,0,1.004,Z,12.9824,13.4048,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.096678,11.1040,0.0041,,V,SPET,,117,121,7796ACO,,0,1.004,Z,12.9892,13.4060,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.097083,11.1223,0.0039,,V,SPET,,117,121,7796ACO,,0,1.004,Z,12.9712,13.3863,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.0975,11.1212,0.0039,,V,SPET,,117,121,7796ACO,,0,1.003,Z,12.9664,13.3871,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.097894,11.1137,0.0039,,V,SPET,,117,121,7796ACO,,0,1.003,Z,12.9773,13.3837,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.099259,11.1339,0.0041,,V,SPET,,117,121,7796ACO,,0,1.003,Z,12.9920,13.4241,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.099653,11.1195,0.0041,,V,SPET,,117,121,7796ACO,,0,1.003,Z,13.0027,13.4274,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.100058,11.1206,0.0042,,V,SPET,,117,121,7796ACO,,0,1.002,Z,12.9953,13.4249,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.100463,11.1125,0.0041,,V,SPET,,117,121,7796ACO,,0,1.002,Z,13.0014,13.4128,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.100856,11.1136,0.0040,,V,SPET,,117,121,7796ACO,,0,1.002,Z,13.0231,13.4318,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.10125,11.1065,0.0041,,V,SPET,,117,121,7796ACO,,0,1.002,Z,13.0447,13.4639,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.101644,11.1118,0.0041,,V,SPET,,117,121,7796ACO,,0,1.002,Z,13.0573,13.4878,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.10206,11.1214,0.0042,,V,SPET,,117,121,7796ACO,,0,1.002,Z,13.0686,13.5029,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.102477,11.1194,0.0041,,V,SPET,,117,121,7796ACO,,0,1.002,Z,13.0675,13.4862,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.10287,11.1071,0.0042,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0634,13.4890,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.103264,11.0979,0.0043,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0679,13.4844,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.103681,11.1133,0.0040,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0303,13.4613,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.104086,11.1198,0.0039,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0106,13.4256,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.104491,11.1165,0.0040,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0016,13.4218,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.104896,11.1113,0.0039,,V,SPET,,117,121,7796ACO,,0,1.001,Z,12.9970,13.4297,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.105301,11.1154,0.0040,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0135,13.4294,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.105718,11.1163,0.0038,,V,SPET,,117,121,7796ACO,,0,1.001,Z,12.9992,13.4362,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.106123,11.1156,0.0039,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0077,13.4280,,NOVA SCO 2012,AAVSO,STD,,,,
2456088.106516,11.1189,0.0039,,V,SPET,,117,121,7796ACO,,0,1.001,Z,13.0012,13.4173,,NOVA SCO 2012,AAVSO,STD,,,,
